HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Porto,Benfica,D,2.15,3.4,3.25,1.8,2.0,1,1,13,4,8,5,3.0,2.0,2.4,2.0
Pacos Ferreira,Sp Braga,H,4.33,3.5,1.83,1.8,2.0,2,0,10,4,9,7,2.6,1.6,3.0,1.8
Tondela,Boavista,H,3.1,3.3,2.3,2.15,1.66,3,1,4,2,4,6,2.0,0.2,1.0,0.8
Nacional,Moreirense,A,2.37,3.1,3.1,2.3,1.6,0,1,6,7,1,7,1.4,0.8,1.6,0.4
Santa Clara,Famalicao,A,2.25,3.2,3.2,2.35,1.57,1,2,2,8,3,7,0.4,1.4,1.0,0.4
Gil Vicente,Maritimo,A,2.2,3.1,3.5,2.35,1.57,0,1,4,5,7,9,1.0,0.8,1.0,0.6
Portimonense,Belenenses,H,2.37,3.25,2.9,2.5,1.5,1,0,4,4,0,3,1.4,0.0,1.0,0.6
Guimaraes,Nacional,H,1.6,3.8,4.75,2.1,1.7,3,1,4,8,2,5,1.2,2.6,1.2,0.8
Maritimo,Pacos Ferreira,A,2.87,3.0,2.62,2.6,1.47,0,3,3,4,6,4,1.0,1.2,2.6,1.6
Moreirense,Portimonense,D,2.7,3.2,2.62,2.3,1.6,2,2,6,5,2,10,1.6,0.8,2.0,0.0
Famalicao,Guimaraes,A,3.4,3.1,2.2,2.1,1.7,0,1,7,10,11,3,1.0,0.8,1.2,2.6
Belenenses,Tondela,H,2.2,3.0,3.6,2.35,1.57,2,0,4,6,4,13,1.0,0.4,2.0,0.2
Rio Ave,Santa Clara,A,1.9,3.1,4.5,2.3,1.6,1,2,6,6,6,6,1.4,0.4,0.2,1.4
Benfica,Nacional,D,1.16,7.0,15.0,1.4,2.87,1,1,10,5,2,8,2.4,1.6,1.2,0.2
Farense,Porto,A,8.0,4.33,1.4,1.8,2.0,0,1,9,5,12,8,2.0,0.2,2.6,2.0
Sp Braga,Gil Vicente,H,1.4,4.5,7.5,1.8,2.0,1,0,9,2,5,9,3.0,1.2,0.8,0.8
Boavista,Sp Lisbon,A,7.0,4.0,1.5,1.85,1.95,0,2,5,6,12,4,1.0,0.6,2.6,2.6
Nacional,Famalicao,H,2.8,3.1,2.6,2.3,1.6,2,1,5,7,2,5,1.2,0.4,0.8,0.8
Tondela,Farense,H,2.55,3.0,2.7,2.15,1.66,2,0,6,3,3,8,2.0,0.0,2.0,0.2
Portimonense,Boavista,A,2.15,3.0,3.4,2.35,1.57,1,2,5,2,3,7,2.0,0.2,1.0,0.6
