HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Ein Frankfurt,Union Berlin,H,1.85,4.0,3.8,1.8,2.0,5,2,11,4,2,4,2.6,1.6,1.8,0.8
FC Koln,Dortmund,D,8.0,4.75,1.4,1.57,2.37,2,2,4,4,10,12,1.0,0.6,2.2,0.6
Werder Bremen,Wolfsburg,A,4.5,3.6,1.8,1.9,1.9,1,2,6,5,9,2,1.6,1.4,2.2,2.4
Schalke 04,M'gladbach,A,7.5,4.5,1.44,1.57,2.37,0,3,1,13,6,9,0.2,0.4,1.2,0.6
Hoffenheim,Mainz,A,1.9,3.75,3.8,1.66,2.2,1,2,10,4,5,6,2.0,1.0,1.8,1.2
Hertha,Leverkusen,H,3.4,3.6,2.05,1.9,1.9,3,0,3,12,3,5,0.6,0.4,0.8,0.8
Freiburg,Augsburg,H,1.95,3.4,4.0,2.0,1.8,2,0,6,8,4,9,1.4,0.8,1.4,0.6
Augsburg,Hoffenheim,H,3.6,3.8,1.9,1.66,2.2,2,1,6,6,7,9,1.4,0.6,1.8,1.0
Dortmund,Ein Frankfurt,A,1.72,4.2,4.2,1.44,2.75,1,2,11,4,12,7,2.2,0.8,2.6,1.6
Leverkusen,Schalke 04,H,1.22,6.5,12.0,1.44,2.75,2,1,9,9,3,14,0.8,0.8,0.2,0.4
Mainz,Bielefeld,D,1.72,3.6,4.75,1.9,1.9,1,1,5,5,6,10,1.8,1.6,0.2,1.0
Wolfsburg,FC Koln,H,1.5,4.33,6.0,1.8,2.0,1,0,12,2,4,13,2.2,2.4,1.2,0.6
RB Leipzig,Bayern Munich,A,2.7,3.8,2.37,1.61,2.3,0,1,8,4,10,3,2.6,2.4,2.6,2.4
M'gladbach,Freiburg,H,1.75,4.0,4.1,1.66,2.2,2,1,7,7,3,7,1.2,1.0,1.8,0.8
Stuttgart,Werder Bremen,H,1.9,3.6,4.0,1.8,2.0,1,0,12,4,7,7,2.2,0.8,1.0,1.4
Union Berlin,Hertha,D,2.4,3.3,2.87,2.1,1.72,1,1,5,3,2,8,1.8,0.8,1.2,0.4
Bielefeld,Freiburg,H,2.87,3.3,2.45,2.2,1.66,1,0,1,11,3,7,0.2,1.0,1.8,0.8
Bayern Munich,Union Berlin,D,1.44,4.75,6.5,1.53,2.5,1,1,20,7,4,8,2.6,2.4,1.4,0.8
Ein Frankfurt,Wolfsburg,H,2.37,3.5,2.9,1.72,2.1,4,3,13,5,9,3,2.6,2.0,2.6,2.4
Hertha,M'gladbach,D,3.2,3.5,2.2,1.72,2.1,2,2,6,9,7,7,1.2,0.4,1.2,1.0
Werder Bremen,RB Leipzig,A,8.0,4.75,1.4,1.8,2.0,1,4,5,7,12,3,1.0,1.4,2.0,2.4
Stuttgart,Dortmund,A,4.0,3.8,1.83,1.44,2.75,2,3,11,2,11,12,2.6,0.8,2.0,0.8
Schalke 04,Augsburg,H,3.2,3.4,2.25,2.2,1.66,1,0,0,14,4,9,0.2,0.4,2.0,0.6
FC Koln,Mainz,A,3.0,3.3,2.4,2.1,1.72,2,3,6,5,6,6,1.2,0.6,2.0,1.6
Hoffenheim,Leverkusen,D,2.87,3.6,2.3,1.57,2.37,0,0,11,6,2,6,1.8,0.4,1.4,0.8
RB Leipzig,Hoffenheim,D,1.36,5.25,7.5,1.53,2.5,0,0,7,5,5,11,2.0,3.0,1.4,0.4
Augsburg,Bielefeld,D,2.45,3.3,2.9,2.2,1.66,0,0,8,6,7,11,2.0,0.6,0.8,1.0
Freiburg,Schalke 04,H,1.65,4.2,4.75,1.9,1.9,4,0,6,6,3,13,1.8,0.8,0.8,0.4
M'gladbach,Ein Frankfurt,H,2.5,3.6,2.6,1.44,2.75,4,0,8,8,12,6,1.2,1.0,2.6,2.0
Union Berlin,Stuttgart,H,2.2,3.5,3.1,1.9,1.9,2,1,5,4,5,12,1.4,1.0,2.0,0.8
Wolfsburg,Bayern Munich,A,3.5,4.0,1.9,1.53,2.5,2,3,11,0,10,3,2.6,1.8,2.2,2.4
