HomeTeam,AwayTeam,FTR,AvgH,AvgD,AvgA,AvgMORE25,AvgCLESS25,FTHG,FTAG,HomeGoalsScoredHome,HomeGoalsConcededHome,AwayGoalsScoredAway,AwayGoalsConcededAway,APHH,APHA,APAH,APAA
Norwich,Sunderland,A,1.85,3.75,4.5,1.87,1.91,1,3,0,0,0,0,0.0,1.0,1.0,0.0
Barnsley,Nott'm Forest,H,2.88,3.5,2.55,1.72,2.1,2,1,1,2,4,3,0.0,0.0,3.0,3.0
Birmingham,Bolton,D,1.91,3.4,4.75,2.14,1.69,0,0,2,1,1,1,3.0,0.0,0.0,1.0
Brentford,Bristol City,D,2.05,3.9,3.5,1.52,2.46,2,2,3,4,1,2,0.0,0.0,3.0,0.0
Cardiff,Sheffield United,H,1.91,3.6,4.5,2.12,1.71,2,0,3,0,0,1,3.0,3.0,3.0,0.0
Derby,Preston,H,2.0,3.4,4.33,2.12,1.71,1,0,0,2,0,0,0.0,1.0,3.0,1.0
Hull,Wolves,A,2.65,3.25,2.9,2.25,1.63,2,3,4,1,2,0,3.0,1.0,3.0,3.0
Leeds,Fulham,D,2.5,3.6,2.88,1.81,1.98,0,0,0,0,1,1,1.0,3.0,1.0,1.0
Middlesbrough,Burton,H,1.45,4.5,8.5,1.91,1.88,2,0,1,0,1,4,3.0,0.0,0.0,0.0
Millwall,Ipswich,A,2.1,3.4,3.9,2.24,1.63,3,4,1,1,2,1,1.0,0.0,3.0,3.0
Reading,Aston Villa,H,2.9,3.2,2.7,2.37,1.57,2,1,1,1,0,3,1.0,0.0,1.0,0.0
Norwich,QPR,H,1.85,3.8,4.5,1.71,2.09,2,0,1,3,1,1,0.0,1.0,3.0,1.0
Sheffield Weds,Sunderland,D,2.15,3.4,3.7,2.17,1.66,1,1,1,1,3,1,1.0,0.0,1.0,3.0
Burton,Birmingham,H,3.0,3.2,2.63,2.32,1.6,2,1,0,1,0,1,0.0,0.0,2.0,0.0
Aston Villa,Norwich,H,2.4,3.4,3.2,1.97,1.81,4,2,1,1,1,1,1.0,0.0,1.5,1.0
Bolton,Derby,A,3.6,3.4,2.2,2.2,1.64,1,2,2,3,1,1,0.0,1.0,1.5,1.0
Bristol City,Millwall,D,1.95,3.75,4.0,1.78,2.02,0,0,3,1,0,1,3.0,0.5,0.5,0.0
Fulham,Sheffield Weds,A,1.91,3.75,4.2,1.78,2.01,0,1,1,1,0,1,1.0,1.0,1.0,0.0
Ipswich,Brentford,H,2.9,3.7,2.45,1.59,2.31,2,0,1,0,0,1,3.0,3.0,0.5,0.0
Nott'm Forest,Middlesbrough,H,3.2,3.3,2.45,2.03,1.77,2,1,1,0,0,1,3.0,1.5,3.0,0.0
Preston,Reading,H,2.3,3.4,3.4,1.98,1.8,1,0,1,0,0,2,3.0,0.5,2.0,0.0
QPR,Hull,H,2.63,3.3,2.9,2.09,1.71,2,1,2,0,1,1,3.0,0.5,1.5,1.0
Sheffield United,Barnsley,H,1.8,3.75,5.0,1.75,2.04,1,0,1,0,1,3,3.0,0.0,1.5,0.0
Sunderland,Leeds,A,2.25,3.4,3.5,2.02,1.77,0,2,1,1,3,2,1.0,2.0,1.0,3.0
Wolves,Cardiff,A,2.05,3.5,4.0,2.14,1.69,1,2,1,0,1,0,3.0,3.0,3.0,3.0
Bristol City,Aston Villa,D,2.3,3.4,3.4,2.0,1.8,1,1,3,1,1,5,2.0,0.5,2.0,0.0
Hull,Bolton,H,1.75,3.75,5.25,1.95,1.85,4,0,6,4,1,1,1.5,0.5,0.0,1.0
Barnsley,Sunderland,H,3.6,3.6,2.15,1.77,2.03,3,0,3,3,4,2,1.5,0.0,0.5,2.0
Birmingham,Reading,A,2.2,3.4,3.6,2.16,1.68,0,2,2,1,0,3,2.0,0.0,2.0,0.0
Brentford,Wolves,D,2.5,3.6,2.88,1.7,2.13,0,0,5,6,5,2,0.5,0.0,1.5,3.0
Burton,Sheffield Weds,D,4.0,3.4,2.1,2.18,1.67,1,1,2,2,1,1,1.5,0.0,1.0,1.5
